record_id,timestamp,department,data_system,cost_category,planned_costs,actual_costs,cost_optimization_strategy,satisfaction_level,employee_count,cost_deviation,cost_per_employee
192,2023-09-17 13:43:52,Логистика,CRM,Лицензии на ПО,98322,91532,Повышение квалификации сотрудников,Очень недоволен,160,-6790,572.08
193,2023-03-26 12:05:20,Продажи,Data Lake,Облачные сервисы,7717,9389,Переход на ПО с открытым исходным кодом,Нейтрально,179,1672,52.45
194,2024-02-20 23:30:56,ИТ,Система управленческого учета,Лицензии на ПО,37015,44989,Автоматизация рутинных задач,Очень недоволен,128,7974,351.48
195,2024-12-10 02:19:42,Финансы,ETL-инструменты,Консалтинг,29028,30344,Централизация закупок ПО,Очень доволен,332,1316,91.4
196,2023-06-30 09:07:57,Логистика,Хранилище данных,Обучение сотрудников,97506,108023,Автоматизация рутинных задач,Очень недоволен,147,10517,734.85
197,2024-01-08 17:58:14,Финансы,ETL-инструменты,Консалтинг,68057,67102,Повышение квалификации сотрудников,Очень доволен,422,-955,159.01
198,2023-11-10 18:31:09,Финансы,BI-платформа,Консалтинг,77242,84637,Централизация закупок ПО,Нейтрально,215,7395,393.66
199,2024-09-30 08:46:07,Логистика,Хранилище данных,Обслуживание оборудования,66583,76544,Автоматизация рутинных задач,Недоволен,361,9961,212.03
200,2023-10-13 02:25:14,Производство,Система управленческого учета,Лицензии на ПО,92457,96301,Повышение квалификации сотрудников,Очень доволен,41,3844,2348.8
201,2024-02-11 21:07:47,Исследования и разработка,Хранилище данных,Облачные сервисы,34742,32617,Пересмотр лицензионных соглашений,Очень доволен,302,-2125,108.0
202,2023-01-13 07:36:23,ИТ,Хранилище данных,Обучение сотрудников,34211,29151,Автоматизация рутинных задач,Доволен,248,-5060,117.54
203,2024-06-01 16:06:22,Продажи,BI-платформа,Обслуживание оборудования,93294,81958,Переход на ПО с открытым исходным кодом,Недоволен,239,-11336,342.92
204,2023-04-16 11:36:26,ИТ,ETL-инструменты,Обучение сотрудников,76743,87872,Оптимизация облачных ресурсов,Недоволен,212,11129,414.49
205,2023-01-02 13:59:04,Маркетинг,BI-платформа,Обучение сотрудников,66394,82530,Повышение квалификации сотрудников,Недоволен,68,16136,1213.68
206,2024-03-16 15:15:33,HR,Система управленческого учета,Обслуживание оборудования,5633,7008,Автоматизация рутинных задач,Нейтрально,431,1375,16.26
207,2023-12-18 06:16:03,ИТ,Хранилище данных,Обучение сотрудников,87483,76727,Переход на ПО с открытым исходным кодом,Доволен,450,-10756,170.5
208,2023-09-05 18:06:48,HR,Система управленческого учета,Обслуживание оборудования,55524,68892,Пересмотр лицензионных соглашений,Очень недоволен,386,13368,178.48
209,2024-10-13 13:14:59,HR,BI-платформа,Консалтинг,67991,64472,Оптимизация облачных ресурсов,Доволен,215,-3519,299.87
210,2024-11-19 16:57:13,HR,ETL-инструменты,Обслуживание оборудования,11439,14009,Повышение квалификации сотрудников,Недоволен,284,2570,49.33
211,2024-11-02 16:12:23,Исследования и разработка,ERP,Обучение сотрудников,35497,43679,Централизация закупок ПО,Очень недоволен,275,8182,158.83
212,2023-10-28 01:07:21,Маркетинг,ETL-инструменты,Обучение сотрудников,19680,17087,Повышение квалификации сотрудников,Очень недоволен,314,-2593,54.42
213,2023-04-21 19:14:40,Логистика,ETL-инструменты,Заработная плата персонала,53424,61365,Автоматизация рутинных задач,Нейтрально,397,7941,154.57
214,2023-02-03 18:39:20,Финансы,CRM,Лицензии на ПО,61075,63800,Повышение квалификации сотрудников,Недоволен,123,2725,518.7
215,2023-06-07 02:22:04,Продажи,BI-платформа,Лицензии на ПО,37750,34187,Централизация закупок ПО,Очень недоволен,82,-3563,416.91
216,2023-02-24 18:53:00,ИТ,ETL-инструменты,Обучение сотрудников,34473,32130,Автоматизация рутинных задач,Недоволен,141,-2343,227.87
217,2024-09-08 23:16:17,Исследования и разработка,ERP,Обслуживание оборудования,76484,87151,Автоматизация рутинных задач,Доволен,223,10667,390.81
218,2023-08-04 17:39:50,HR,Система управленческого учета,Облачные сервисы,51913,54315,Оптимизация облачных ресурсов,Нейтрально,369,2402,147.2
